Hiker trail name,Hiker Journal Link,Journal Story,Start location,Destination,date,Today Miles
Sandy ,https://www.trailjournals.com//journal/entry/663472,"Today was super frustrating - it was hot, I was overstimulated, cranky, it was TOO HUMID, my feet hurt. I couldn’t even get excited looking at Fontana Dam and I love mega infrastructure. Sweet Potato was on the phone with his dad and said I “was in a mood” to which I looked up from stabbing my blisters and said “I’m not in a mood” (dear reader, I was in fact in a mood). 


When I got to the shelter, WGUW was there and gave me a good pep talk off the ledge. Yet again a storm was forecasted so I decided to sleep in the shelter for the first time, as I’ve been specifically trying to sleep in my tent only to avoid noro and mice scurrying on me while I sleep. Hopefully there’s a good storm overnight to justify me sleeping in the shelter.","Fontana Dam Road 
",Mollies Ridge Shelter,"Apr 29, Sat",13.40
Sandy ,https://www.trailjournals.com//journal/entry/663473,"Today was so much better, it was foggy and cool aka my favorite weather. It was gorgeous hiking in the foggy meadows filled with wildflowers that looked like white fabric flowers with ragged edges - reminded me of a fairytale. 


I stopped for lunch at Spence Field Shelter, and saw the Aussie (née trail name Dotty) heading out! I hadn’t seen her in days so it was nice to say hi. I had lunch alone, knocking my poles together to keep the bears away, and eventually S and Sweet Potato came straggling along. (Sidebar, that shelter had the nicest privy on the trail BY FAR - with a little wooden moon in the door, fresh swept floor, buckets of mulch at the ready, and clean toilet lid. Amazing!!!)


I wasted a lot of time complaining to them about how wet my socks were, and then I finally squelched off into the now sunny, but still cool, afternoon. It was slower going, and tummy pains made me text Nikki to see if I had appendicitis. She kindly replied while on vacation to say no, but could be some other exciting thing - which I decided to ignore and the pain went away when my pack was off. Just probably indigestion from the thousands of snack bars I eat a day. While hiking I saw someone pass by SOBO with a kilt, and he was rocking the shit out of it. Think of all that airflow down under!


Finally made it to camp, set up my tent, and lo and behold it started snowing! It’s almost May!! This is exactly why I delayed my start a month, to avoid snow in the Smokies. But you know what they say, man plans but god laughs. Some folks had started a bonfire which was lovely and warmed me right up (although smoky just like the mountains lol). 


The sunset was gorgeous tonight and a lot of us came out of our tents to watch it set, I love a good collective effervescence moment. Reminds me of my last day on a surfing trip where it felt like the entire town came out to the beach to watch a fiery sunset and we just sat beholding nature showing off.","Mollies Ridge Shelter
",Derricks Knob Shelter,"Apr 30, Sun",12.10
Sandy ,https://www.trailjournals.com//journal/entry/663475,"Today was good, I think I was the only one who liked the weather today (cold, snowy, NOT HUMID) - nice to have a string of good days after being grumpy with the rain and humidity. We had a biome change to more alpine scenery which was far more interesting to look at and the pine needles were easier on the feet. We spent most of the day grinding uphill to Clingman’s Dome which was lame as fuck (Lameman’s Dome as we called it). Basically was like a parking lot ramp on top of a hill. It was BRICK out, and we saw the Aussie set up camp literally at the base of the ramp instead of pressing to camp. 
We shivered our way into camp where Firewalker had built a fire, but it was still freezing. I couldn’t fall or stay asleep, and kept running out to pee. So a great hiker metric for how cold it is at night is how often you get up to pee (it’s too much effort to keep it warm so your body would rather you flush it out) and it was maybe a 5-6 trip night? No bueno. I was probably crinkling so much with my quilt and pad, poor shelter mates.","Derricks Knob Shelter
",Mt Collins Shelter,"May 01, Mon",13
Sandy ,https://www.trailjournals.com//journal/entry/663477,"Today was great! It felt awesome to have a good day the third day in a row, especially coming off my grumpy spell. 


We actually left early and chugged along to Newfound Gap where we were able to hero into Gatlinburg (the biggest tourist trap ever). We sprinted through NOC and supermarket shopping, and I was able to sweet talk a friend into letting us shower at his hotel room since we were very gross (it had been AGES since the last shower since we didn’t shower at NOC) where S and Sweet Potato were reunited with this badass 70 year old who has crazy adventure stories (traversing Denali, biking from Missoula to Alaska, etc). After cleansing ourselves of our regrets, we had a delicious lunch (I had a dank corned beef Benedict and candied apples). Post devouring our huge plates we sat in silence for 2 minutes, and agreed that we weren’t full at all - guess the hiker hunger is kicking in. I would loved to have lingered!!!!! however S was on a mission to not let us get vortexed into staying in town overnight and marched us back out into the Smokies and the snow. 


Back at the gap we talked to some tourists about our thruhike (we felt like a zoo attraction with the way folks were goggling), and I ~liberated~ some hand sanitizer from the bathroom pump into my purell since I forgot to buy a new one in town. Post filching supplies, we chugged back up into the Smokies and our shelter for the night, where it snowed again!! For the third day in a row!! In May! We decided to not press on due to the forecast of winds above 50 mph and rolled in where we saw some friends we hadn’t seen in days!! As we arrived early in the day (maybe around 3:30 or 4?), we had a very leisurely time in camp and was able to hang out and make new friends - the vibe was also very festive as it was Woodstock’s birthday the next day. So of course this meant a fire to celebrate, and to ward off the snow. In efforts to have a better sleep than the past 2 nights, I split a tent with a friend to see if the two-punch of smaller space and shared body heat would keep us warm. Especially with the wind forecast. The Smokies always keeping us on our toes!!","Mt Collins Shelter
",Icewater Spring Shelter,"May 02, Tue",8
Sandy ,https://www.trailjournals.com//journal/entry/665654,"Sharing a tent did make a huge difference in warmth, however sleep still eluded me as the tent poles kept falling on my face so I would have to wriggle out of the warmth of my quilt to fix it and then go back to bed and wait for my body heat to warm it up again. Curse you Zpacks, my Gossamear Gear wouldn’t do this. Of course my friend slept like a babe through all of this. 


Finally dawn came, and with it S left as he was nervous about finishing before his wedding in mid-September. I of course have 3 weddings this summer and am planning on making all of them, so I was skeptical of his hurry. As it was so cold I decided to have my creamy chicken ramen for breakfast to warm up, which alas is my “left behind ramen” as every time I have it I get slowed down eating it and am left behind. It indeed foretold me getting left behind today as I was slow as fuck getting out of camp; however I got a blue blaze recommendation from Woodstock and a clementine! 


Sweet Potato and I rolled out, and I detoured at Charlie’s Bunion which was a cool rock outcropping but I was too scared to climb up it so I merely peered over at the view. There were some day hikers who somehow had gotten there before me from Newfound Gap smug at getting there so early, to which I thought ‘buzz off.’ But by the time I got back to the trail Sweet Potato was gone, and I thought to myself that I wouldn’t see either him or S until Hot Springs. I trudged along sleepily (due to the long night wrestling the tent pole) and rolled to lunch where I saw Sweet Potato at the shelter junction! What rapture, despite the ramen I was not to be left behind. For lunch I made a dank loaded oatmeal (oatmeal packets, whey protein, coconut flakes, cashews) and while eating our friend PBJ rolled by.


Much cheered now that I wasn’t abandoned to my own devices (aka not hydrating enough), I sped along the alpine climate where surprisingly it did not snow!To make matters even better there were lots of pretty ridge walks; I didn’t realize at the time but the ridges straddled TN and NC most of the time. We rolled into camp early and saw a lot of folks we knew, so had a nice afternoon catching up with people before huddling in for the last night in the Smokies (why is it frigid in May??). 


Tomorrow we allegedly hike 18 miles out of the Smokies.","Icewater Spring Shelter
",Tri-Corner Knob Shelter,"May 03, Wed",12.60
Sandy ,https://www.trailjournals.com//journal/entry/665655,"PBJ’s tent did its job and a) kept me warm -in fact I woke up sweaty and b) did not collapse on me!!


It was lovely hiking down the alpine biome surrounded by tall trees with that sweet sap smell filling my nose and a soft bed of pine needles lining the trail downwards. We did an extra mile blue blazing a side trail to Mt Cammer outlook, which had a beautiful walk-up and spectacular 360 views. We broke for lunch and saw fighter jets fly by doing trainings. 


While hiking downward PBJ texted us that he had extra room but the timing was tight to make the shuttle, so we had to hustle down making me skip swimming in beautiful pools of water (we were low enough that I was hot and sweaty again) and I wasn’t thrilled to rush downhill especially after doing the longest day yet. One thing I hate is being rushed!! That and not being able to shower first thing when I get into a hostel. Due to the shuttle pick up, I had to get dinner first (it felt so unreal wandering through various fast food places looking like Sasquatch and I asked the Arby’s cashier what state we were in because I genuinely didn’t know and she looked at me as if I were insane) and then resupply at Walmart (felt even more surreal surrounded by all that *that* and the creepy blue overhead lighting), before I could even shower. 


My felt shredded at the end of the day and I had massive blisters on my heels from not having the injijis toe socks and sliding around in the mud for days the past week. But I was able to take a shower and then a soak in the bath, topped off with reading on the couch before bedtime which made me much cheerier. True mileage today was over 18 miles including the side trail.","Tri-Corner Knob Shelter
",Pigeon Bridge Gap,"May 04, Thu",17.10
Sandy ,https://www.trailjournals.com//journal/entry/665656,"Today was an easier day, and it was nice to look around and take my time today and putter around in camp. However I was unable to completely drain my blisters last night and they reformed over night… I felt the one on my left foot squelching as I walked which was just gross. I am super pumped for my zero in 2 days, which will be the first since Franklin. ","Pigeon Bridge Gap
",Groundhog Creek Shelter,"May 05, Fri",8.20
Sandy ,https://www.trailjournals.com//journal/entry/665658,"We were bored hiking today, so played some games while walking such as 20 questions and the ‘tell a story one sentence at a time’ game. Lots of wildflowers and mayapples dropping their balls. We passed a mysterious sombrero-shaped government facility that was ~for the FAA~ but looked like it came out of Westworld (not that I’ve watched the show but it was what I would imagine), and sat on top of Max Patch which was beautiful. It was actually one of my favorite spots on the AT so far as it was just so peaceful and was in a bowl of mountains. I would love to go back and camp there once the restriction is lifted 6/30 to catch the sunrise. On our way down we passed people on a double date playing spikeball and we joked about darting in to smash the ball and run off into the woods. It was just a slow day, and we were in no rush. We had a very leisurely lunch at a shelter, like 90 minute lunch leisurely, and were juuuuuuussssssttt about to leave to hike some more when a guy walked up to us and said “you’re not making dinner tonight, we’re making you pot pie and peach cobbler” to which Sweet Potato and I made eye contact and were like ‘holy fucking shit.’ It turns out the Hollis TN branch of Boy Scouts had brought MULTIPLE cast iron skillets with them to make us food from scratch. Not only that, they brought a) ice cream for the cobbler, b) various snack bars / ziplocs / blister care items, c) cold drinks, and d) offered to pack out our trash. It was like stumbling into paradise, and we just sat stunned as more and more riches were brought out. We chatted with the Boy Scouts about our experiences hiking, how school was going for them, but mostly we were left alone with the other hikers who had wandered by chanting ‘holy shit’ while the Boy Scouts cooked and ran around hitting each other with sticks. Since we were waiting 3 hours for the pot pie and cobbler to bake, Sweet Potato kindly stabbed the blisters on my feet until it properly popped and drained. That’s real friendship right there, maiming in the name of hiking. Finally the food was ready and it was like a fever dream; there was salad, the pot pie had a cornbread crust, and the cobbler was warm with scoops of ice cream melting into it. Absolute bliss. Floating on cloud 9, we thanked the troop profusely and tottered off to the shelter. We made it before dark (somehow we were hiking fast despite stuffed) and caught an incredibly pretty sunset at the top of the hill, which we stopped to watch and reflect on how awesome today turned out to be. Post collective effervescence, we quickly set up camp racing nightfall (of course we took the time to brag to PBJ about the bounty he had missed), and I heard coyotes howl for the first time! Very cool. I wanted to howl back but Sweet Potato was like ‘don’t’ - which LOL. ","Groundhog Creek Shelter
",Walnut Mountain Shelter,"May 06, Sat",13.10
Sandy ,https://www.trailjournals.com//journal/entry/665659,"Today I reunited with S in the hostel, who looked so happy and at peace with the world, as well as some of our other friends / faves. Today was about EATING and of course SHOPPING. First, I had a very salty pesto pizza, then coffee ice cream and iced coffee in a cute cafe whose chai latte was sadly not up to snuff (it was concentrate versus brewed, Sweet Potato is on a quest for a good cup of chai). Afterwards I perused the outfitter which was limited in its options (not geared to thruhikers, more clothing and various knickknacks), and had a truly terrible dinner where the chicken fingers were breaded like fish and chips. Why????The town itself is very cute, reminds me of Schitts Creek with the mix of chichi and practical stores. I could smell the petrichor of the rain rolling in, which was lovely. Sadly my blister wouldn’t stay popped despite multiple days of me draining it. WHY DO YOU DO THIS TO ME?","Walnut Mountain Shelter
",Laughing Heart Lodge,"May 07, Sun",12.80
Sandy ,https://www.trailjournals.com//journal/entry/665660,"Slept in until 9:42, as it was raining heavily when I woke up at 6. We got going and I got a tuna melt for breakfast, which ended up being a mistake because the first mile was a grueling uphill that had us both collapsed on the side of the trail, nauseated. After the first mile, the hike itself was fine - I was so sleepy and zoned out that it flew by. We had a very late lunch at the fire tower; as I’m afraid of heights I elected to stay on the ground and take a nap. We rolled into camp, and shaking out my tent I saw a gross chitinous spider and gross gross. I like nature and being in nature but most of the bugs can go fuck off. Apparently a mama bear had been sighted at this camp, and someone came in saying he saw a bear on the way in - which NOOOO. I don’t need a repeat of the last bear encounter (which I didn’t even handle, S and Sweet Potato did). I decided to handle it like last time and go to bed and hopefully sleep through any bear drama. LOL. Important to note that yesterday during my zero I mailed home my puffy jacket, as I was gambling that the cold nights were over. Let’s find out if that was the right move or not. ","Laughing Heart Lodge
",Spring Mountain Shelter,"May 09, Tue",11.30
Sandy ,https://www.trailjournals.com//journal/entry/665661,"Damn longest day yet!!!! Not quite 20 miles. Sadly my right knee has started feeling sore which is making me feel concerned; Sweet Potato poked it and I almost bent his finger backward from the unexpected pain of it. 
I challenged myself to get up at 6, which I did! Finally, time for breakfast. However it’s not as if I were very fast, we left camp at 7:45. Hiking down, we passed people who were going to temporarily close down the shelter we had just tented at last night due to the mama bear sightings. This was at the heels of gossip spreading like wildfire up and down the AT grapevine that someone has gotten bitten by a bear at Cosby Shelter in the Smokies - she was in the privy and didn’t hear people shouting at her that a bear was lurking, and got bit in the ass. The rest of the hikers had to help her fight and chase off the bear, but she still was able to hike out of the Smokies under her own power. Last word was she was getting medical attention and then would be hopping straight back on. What a legend. Bears aside, let’s turn to food. I think I’ve got the fuel dialed in regards to more carbs, as I definitely feel consistently strong throughout the day and am not bonking anymore. In addition I bought a long straw that you would use for a bladder system to add to my Smartwater bottle, which solved my hydration issue as I could sip and hike instead of having to stop and take my bottle off my pack for a sip. Dialing it all in!We stopped at a shelter for lunch, where a guy offered his unsolicited opinion on our calorie loads and how he was going to do a marathon day - yet we saw him set up camp before we stopped for the day so who’s laughing now? We had a quick dinner with PBJ, and I ate more food from my reject pile (packets of chicken SUCK and I do not recommend as they a) taste bad and b) weigh an absurd 5oz each). The knee pain kicked back in after the dinner shelter so we stopped short of the 20 mile and camped at Shelton Grave -which marks the burial ground of 2 Civil War soldiers who were killed coming home to visit their family - I paid my respects to the graves to make sure the ghosts wouldn’t harass us in the night and  asked them to protect us from the bears (it’s not that I believe in ghosts so much as it can’t hurt, no?). Although walking in to the site, I saw a movement almost wept in terror as I thought it was a bear, but it was a deer LOL. 
Puffy update - alas it was cold during the night but I was determined to not admit defeat re sending my coat back. ","Spring Mountain Shelter
",Shelton Grave (stealth camp),"May 10, Wed",19.70
Sandy ,https://www.trailjournals.com//journal/entry/665662,"I woke up at 5:30 to pee, and noticed Sweet Potato hissing at me out of his tent. I put my ears on and asked what he was saying and he said he heard coyotes prowling in the camp and we should make noise to keep them at bay. It was the first time I’ve seen him nervous and rattled. As I had just woken up, I just loudly talked about the first things that came to my mind, which was Jewish deli food and narrating what I was doing in my tent. Apparently the coyotes came closer to Sweet Potato’s tent so I talked louder and then they finally moved away from our camp. He screwed his courage to go out and pee and it turns out the coyotes were in fact… deer. Maybe the same deer that scared me yesterday going into camp. Tricky buggers!Unfortunately my knee still hurt, and this was the first non-blister pain that carried over to the next day on the trail which had me concerned - I couldn’t find my knee brace, think I left it in Hot Springs :(  - so I taped it for extra support.We hustled out of camp as we wanted to see if we could beat PBJ to the hostel, as he usually departs camp at 6:00. At the end of today’s hike I limped down to Sam’s Gap and was so pumped to see the road that I let out a roar. While I had given the Nature Inn hostel owner sufficient heads up on our arrival time, when I called her again at the gap she was very blasé saying that she was 40 minutes away. Sadness! However we had hot girl manifested trail magic across the road in the shade, which was amazing so we drank water and ate snacks, talking to hikers who had caught up to us. 
By the time our pickup came PBJ had just arrived 20 seconds prior, so we were able to joke that he was the slow one today. Once deposited at the hostel, I sprinted to shower (the horror of not being to shower asap at Discerning Hiker still weighing on my soul) and felt refreshed. Our cabin had a screened-in porch with a hammock so I swung the afternoon away looking at the trees rustling softly as the creek clamored nearby. Bliss. ","Shelton Grave (stealth camp)
",Sam’s Gap,"May 11, Thu",14.10
Sandy ,https://www.trailjournals.com//journal/entry/665666,"I woke up at 2am hungry, and went to eat a bag of Lays. While eating them I was contemplating the hostel signs, and realized that they were warning about bears on the property - to which I thought ‘ohhhhhh I see’ and went into the bathroom to eat the chips in safety. After that I went back into bed, had a lazy lie in and then hit the trail. And there was yet even more trail magic! Today it was a cookout of breakfast - pancakes, hashbrowns, sausage, eggs, and even seltzer! So good and a great way to start off my birthday.
After that we actually got on the trail but it started raining so we had to cut short our hike and hide out at the next shelter. Despite the rain ruining our hiking plans, we got a beautiful view of the clouds rolling off from the bald. I swapped clothes to get dry, made food, called a friend from the privy, and hunkered down in the shelter with everyone else. Crypt reappeared from her zero, where she somehow was able to fit in a trip to see Taylor Swift perform in Nashville and made it back to hike the next day. What a legend. Apparently Erwin has a hibachi place so will be hiking to that tomorrow - no one can stop me!!! ","Sam’s Gap
",Bald Mountain Shelter,"May 12, Fri",7.70
Sandy ,https://www.trailjournals.com//journal/entry/665901,"Thunderstorms were forecasted, so we left camp at 7:05 in order to try and beat the weather. It was an easy day hiking with rolling downhills (as we know I hate downhills and rocky downhills) which made my knee feel a little better. We stopped for lunch at No Business shelter with various folks we knew stopping by to eat as well. After lunch we trotted off into Uncle Johnny’s around 3:30 and then a well-deserved shower (it didn’t rain but it was humid as hell). To my delight there was a package from Gigi waiting for me, with Zabar’s babka! I almost wept.
I got hibachi as a belated birthday dinner with some folks, and punch drunk from the sodium high we staggered home unsuccessfully trying to get a hitch. Well, until I told Sweet Potato to look molestable and then he immediately got us a hitch (it was the hostel owner but still LOL). It was my first time riding in a truck bed and it was nice watching the mountains recede as we sped through town back to Uncle Johnny’s for a night of catching up with other hikers. ","Bald Mountain Shelter
",Uncle Johnny’s ,"May 13, Sat",16.80
Sandy ,https://www.trailjournals.com//journal/entry/665902,"We had a late start today as we had to food supply and of course get Taco Bell. Multiple hikers had waxed rhapsodic about how good it was, and this outing did not make me a convert but I had ordered a crunchwrap supreme which may not have been their best offering. While waiting for it to open for the day, I was sitting on the curb chugging a gallon of Fairlife chocolate milk, to which Crypt walked up to me and cracked up at the sight. 


After slowly packing we shoved off, but it was SO humid out it felt like slogging through water. Sweet Potato offered me a Taco Bell quesadilla (he had packed out 5) and to my horror I realized they were fucking delicious! I was also really hungry so that could have been a factor. 


We finally made it to camp (this was a ‘drink 4L of water’ type of day due to the humidity, but I realized that I packed too much food so I put my spare food inside my sleeping bag stuff sack which I then placed on top of a bulletin board type situation and hoped for the best. This is not best practices, do not do this. I just didn’t eat as much as I expected I would today due to the humidity killing my appetite. 


Fun fact, the babka weighs more than my tent - it clocked in at a whopping 22oz compared to my tent’s slender 17.7oz. Must consume ASAP.","Uncle Johnny’s 
",Indian Grave Gap,"May 14, Sun",8.40
Sandy ,https://www.trailjournals.com//journal/entry/665903,"Today was kind of a ‘put your head down and hike’ day with not that many interesting things happening. Although at lunch I talked to some hikers who used to live in New York, so it was nice to bond over that. I am enjoying my close up of rural Appalachia, but sometimes I just want to make niche jokes with fellow New Yorkers! Thankfully it was less humid today, but that meant it started to rain buckets which means squelching in my shoes for miles which honestly is the worst part of hiking - the trench foot!!We got to the shelter, had dinner, and passed out early as it was too gross out to be awake.","Indian Grave Gap
",Clyde Smith Shelter,"May 15, Mon",17.90
Sandy ,https://www.trailjournals.com//journal/entry/665904,"I woke up and realized that I should probably go into the hostel early to rest my knee as soon as possible (I honestly should have done a zero at Erwin) so we decided to do a short day and shuttle into Mountain Harbor B&B which was voted best breakfast on the AT 13 years running!


First impression is the place is nice but isolated (they won’t give you shuttle rides to town which is frustrating as it’s not within walking distance, and a hard hitch). However a lot of friends were there when we walked in! Including one who was far ahead of us but had taken a few days to recover. Unfortunate for her joints but it was an amazing opportunity to catch up with her as we hadn’t seen her since the Smokies. It was a very nice place to chill out, aggressively ice my knee, and call around trying to schedule a PT appointment to look at my knee. I took advantage of the full size sofa in my room to stretch out and watch Netflix while RICEing my knee. It also had a jacuzzi bath tub with changing color lights, which don’t mind if I do in re making my bath a light show. ","Clyde Smith Shelter
",Carver’s Gap,"May 16, Tue",10
Sandy ,https://www.trailjournals.com//journal/entry/665910,"Breakfast was dope, it was staggering in both quantity and variety - but the cappuccino muffin and tomato pie were the standouts to me. Post breakfast we got a ride from Cindy, who is a legend - basically she’s a local who was annoyed at the hostel owners for refusing to shuttle hikers to town and thus stranding them, so she gives free rides out of principle. A super nice, interesting woman who was fun to talk as we drove around in her Smokies edition Jeep doing resupply. We decided to zero tomorrow to really recover, so the day got even lazier. It was a weird vibe of ‘I’ve been off trail for weeks, and what do I do with my life?’ even though it had been 1.5 days of resting. LOLOL. But nonetheless it was just a super nice lazy day of napping, movie watching, chilling out, and icing my knee. No complaints here. 


At dinner 4 more of our friends rolled in, and we had dinner with them - I ordered a patty melt, onion rings, and chicken wings. My quest to find a good cheeseburger on the trail continues! I’ve noticed on the trail that no one seems to understand that medium rare means a pink interior - alas alas. Life is hard but I shall continue to consume cheeseburgers until I find ~the one~.Post dinner I lay in bed but yearned for another cappuccino muffin so I went downstairs to the kitchen and score! There were a bunch laying around so I took one and happily scarfed it down. Life is good.","Carver’s Gap
",Carvers Gap,"May 17, Wed",0
Sandy ,https://www.trailjournals.com//journal/entry/666142,"Knee feeling ok and back at it with a slackpack catch up to where we were! The views today from the Roan highlands were stunning, and by far my favorite views on the trail. Call me boring but there’s something so gorgeous about rolling grassy ridge walks that go for miles, as you see raptors wheeling overhead in a cloudless blue sky.I tried looking for the rare Grey’s Lily while hiking but didn’t see any.  Of all the sections of the trail, I would recommend this for views and accessibility!! Unlike a lot of the trail which is obscured views and needless PUDs and MUDs. Always butt day on the AT. A dicey moment struck when the urge to go hit me and I realized I forgot to pack my trowel. Thankfully Green Mountain Girl walked by and when I begged to borrow her trowel she gamely lent it to me, telling me I could give it back to her when I passed her next. The trail truly provides, although honestly I would have just dug a hole with a stick if needed. When we got back I had a California roast beef at the cafe at Mountain Harbor, and then we did a few more miles hiking in the gloaming as we were meeting Sweet Potato’s cousin tomorrow and he wanted us to be as close to the meetup spot as possible. I personally don’t like hiking bat sunset as I want to be done with chores and get a chance to relax before bedtime, but you can’t always win. I’m slow on downhills so have to sacrifice time elsewhere.","Carvers Gap
",Meadow,"May 19, Fri",17.20
Sandy ,https://www.trailjournals.com//journal/entry/666143,"I woke up at 5:54am but was able to have an extremely slow start drinking tea and eating babka, as Sweet Potato’s cousin came to hike with us for the day! He was super sweet, and SP was extremely happy to see him (in part because he brought us food and a new pair of boots for SP as his were falling apart at the tread, but also you know, familial love yadda yadda). 
We stopped by Laurel Fork Falls which was stunning - it looked like a supervillain’s lair brutalist entrance, basically Syndrome’s lair from the Incredibles. We climbed up to stand under the spray, which was so bracingly cold and powerful. 
Afterwards we passed a dayhiker (and AT class of 2016) who recommended falls further up the trail as well, which were nice but nowhere nearly as cool as the first falls. The falls made me think of an Icelandic road trip I took with my dad, and how we would stop off to look at waterfalls or ‘foss’ as they were called. Sidebar - funnily enough, people think thruhiking is sketchy but that trip was so sketchy in parts versus the AT which I’ve always felt safe on (besides the bears). We both were traumatized by white-knuckle driving through a blizzard that had whiteout conditions and we had to rely on GPS for hours as we couldn’t see the roads. And then we got trapped in a prairie cabin for New Year’s with a single packet of spaghetti, sauce, and rye crackers with an assortment of mediocre movies on DVD. But you know what? I felt it was a great exercise in communication where the result was literally life or death, at least it felt that way at the time. We should have just gone to Petra and lived out our Indiana Jones moment. Anyways digression over, moral of the story is that we didn’t see any Northern Lights and they may or not exist.
It was supposed to rain so we stopped at Mountaineer Falls shelter for lunch, after which the cousin headed back to the trailhead. SP and I discussed that while it seemed to threaten rain, it didn’t seem like it would be a downpour so we decided to risk hiking further to either a campsite or Moreland Gap shelter only 2.5 miles further than that. It was humid with sprinkles the whole day but no actual rain, so that was a good call on our parts to push. While hiking we came across a bench overlooking a picturesque view, and sat down for ‘10 seconds.’ An hour later we got up and got moving again. But alas SP saw a bear cub climb down a tree and run to its momma, which freaked him out (understandably) so we banged our sticks and shouted to keep them away. He also felt we should press to the shelter since there was bear activity, and despite feeling blah and internally grumbling to myself about having to hike some more, I was glad we did the extra miles to shorten tomorrow’s hike. 
We made it to camp at 8:09pm, I speed set up my tent, scarfed down 3 tuna creations (gojuchang and red curry flavors do not mix well with the Cheezits and babka I ate earlier today, and my soul is troubled), and went to bed. It was one of those humid days where you go to bed slimy and you’re like ‘eh nothing can be done about it, I’m just gross’ which are my Least Favorite days as I do not enjoy the slimy feeling. ","Meadow
",Moreland Gap Shelter,"May 20, Sat",16
Sandy ,https://www.trailjournals.com//journal/entry/666144,"Another humid and sticky day. Our friend PBJ, true to his platinum blazing name, got us to stay at another hostel - this time a nice cabin with 4 bunk beds. A different hiker said they would meet us there, but didn’t end up making it.
At the resort we met a couple who met on TikTok and I reflected on the cultural divide between Gen Z and millennials (I insist I am cusp but sadly am just the youngest of the millennials. I for one welcome our Gen Z overlords). Today was a lot of sitting around in malaise feeling like I should be productive, but then too lazy to. I did order new shoes at least - I outgrew my current pair and my pinky toes scream for space and the pinky toenail situation is starting to look dire.  I unsuccessfully tried to live stream Succession as it aired (rural America and fast wifi do not go hand in hand), but was mollified with a Chinese buffet which was simultaneously not good but also amazing for being some fucking variety in our food. SP turned down the chance to pack out Taco Bell, which was so out of character for him as he is their biggest fan and he loves to lecture me on how great it is while we hike. I had a feeling he would regret it in the morrow. ","Moreland Gap Shelter
",Black Bear Resort,"May 21, Sun",6.40
Sandy ,https://www.trailjournals.com//journal/entry/666145,"This morning a hostel employee told us an anecdote from his thru hike back in the 90s when he hitched a ride, and then the driver tried to take him for a ride if you catch my drift. While I was listening to his story I was more entertained by how thick his Boston accent was, and by the adorable puggle he tucked under his arm while driving a golf cart around - it was a very sweet scene. Today we had 572 steps down to the falls (‘oh rapture’ says my knee with sarcasm), and SP zipped down to the bottom and sat while I slowly and gingerly walked down. I met the Beast while inching down, and she was awesome. She thru hiked last year, and was filling in the few missing sections she had so she walked with us for a while and sold us on aquablazing the Shenandoah. We had lunch at Lake Watuaga, which was LOVELY. The picnic tables were in the water so we could soak our feet while eating, and it was a beautiful sunny day. It felt like we were somewhere more glamorous, like Italy. I could see 2 hikers we knew swimming and it looked like they had a blast - I don’t like going for a swim if I’m not showering that day as a rule, as I feel pond water gets swampy but it looked so refreshing. There was a sweet brown pittie near us that kept coming over to cuddle / beg for food and for us to throw sticks for her to retrieve. Two guys pulled up in a minivan and asked about our hike, and after the conversation tried to give us $10 for our time which we politely declined. We were happy to talk about our experiences and getting paid for it made it feel mercenary versus an organic conversation.We hiked around the lake (sadly the water tasted AWFUL; nothing like cold, delicious, refreshing mountain spring water as this was warm and stagnant…) and when we stopped to chat with a SOBO hiker SP’s water bottle fell out and rolled down a hill! So there was a tense few minutes where he had to climb down to retrieve it and haul himself back up. Very dramatic. Afterwards we hiked across the dam (and the 2 hikers we saw swimming caught up with us at this point so we walked with them) and upwards. Unfortunately it was a dry section (why is VA so dry?????) and I was THIRSTY and had very little water left and had to drink from Adam’s water :( We took a break to eat snacks and hopefully find the will to keep going to get water, and after 2 hours of thirst and humidity we FINALLY GOT COLD REFRESHING MOUNTAIN WATER!! We made dinner, and then hiked a little further to stealth camp in yet another zone of bear activity. Ah!! Hopefully no midnight visitors.","Black Bear Resort
",Stealth Camp,"May 22, Mon",16.10
Sandy ,https://www.trailjournals.com//journal/entry/666150,"I slept well last night, and SP did not as he heard a nighttime visitor in the camp and it kept him up for an hour. I’ve come to conclude good hearing is more of a detractor than a help on trail, as it makes every nighttime sound scary versus the likely reality of it just a deer being stupid.Highlights today include the hermit monument (the epitaph was ‘he lived alone, suffered alone, died alone’ - which  ouch), and hiked in a super pretty meadow / pasture. Due to seeing bears twice in 3 days, as well as reports of a juvenile male bear hanging around Abington shelter that wasn’t deterred by shouting, we decided to head into the next town early and slackpack the remaining miles tomorrow to minimize our chances of a bear encounter. Everyone on the trail seems to want to see a bear until they actually have to stand off against one, and then they lose all desire to see another one which is reasonable, really. Due to jumping ahead, we were able to have dinner with Crypt who we hadn’t seen in a week. The diner had great service, I ordered chocolate milk which they were out of (as Damascus just had Trail Days where thousands of hikers, alums, and hanger ons descend on this tiny town) and instead of saying ‘sorry, we’re out’ they sent someone to run to the supermarket and buy more milk. While tasty, it wasn’t as good as Fairlife in my humble opinion. Post dinner (and chocolate milk), we ambled to our hostels and admired the pretty sunset over small town America before crashing for the night. ","Stealth Camp
",Low Gap / US 421,"May 23, Tue",19.50
